2002/10/14	5,655	5,800	5,503	5,619		
2002/10/15	5,691	5,786	5,583	5,757		
2002/10/16	5,829	5,829	5,735	5,778		
2002/10/17	5,786	5,931	5,706	5,858		
2002/10/18	6,018	6,163	5,981	6,112		
2002/10/21	6,090	6,090	5,945	5,945		
2002/10/22	6,054	6,054	5,764	5,815		
2002/10/23	5,815	5,989	5,735	5,989		
2002/10/24	6,018	6,068	5,887	5,967		
2002/10/25	5,894	6,061	5,894	5,989		
2002/10/28	6,090	6,228	6,061	6,206		
2002/10/29	6,163	6,250	6,134	6,163		
2002/10/30	6,155	6,155	5,967	6,018		
2002/10/31	6,068	6,134	5,967	5,989		
2002/11/01	5,989	6,003	5,894	5,909		
2002/11/04	5,981	6,170	5,981	6,148		
2002/11/05	6,177	6,177	6,039	6,076		
2002/11/06	6,134	6,279	6,134	6,257		
2002/11/07	6,235	6,329	6,177	6,257		
2002/11/08	6,163	6,170	6,076	6,163		
2002/11/11	6,126	6,134	5,974	6,010		
2002/11/12	5,894	6,018	5,873	6,003		
2002/11/13	6,032	6,032	5,894	5,967		
2002/11/14	5,952	6,039	5,938	5,974		
2002/11/15	6,090	6,177	6,061	6,163		
2002/11/18	6,170	6,228	6,083	6,097		
2002/11/19	6,068	6,177	6,068	6,148		
2002/11/20	6,148	6,293	6,112	6,286		
2002/11/21	6,380	6,460	6,358	6,366		
2002/11/22	6,489	6,511	6,373	6,387		
2002/11/25	6,431	6,511	6,409	6,503		
2002/11/26	6,525	6,525	6,402	6,460		
2002/11/27	6,409	6,518	6,395	6,518		
2002/11/28	6,656	6,685	6,561	6,583		
2002/11/29	6,576	6,670	6,554	6,670		
2002/12/02	6,685	6,728	6,612	6,714		
2002/12/03	6,714	6,793	6,692	6,779		
2002/12/04	6,685	6,685	6,569	6,576		
2002/12/05	6,561	6,648	6,525	6,641		
2002/12/06	6,605	6,648	6,540	6,605		
2002/12/09	6,583	6,641	6,467	6,503		
2002/12/10	6,424	6,482	6,380	6,460		
2002/12/11	6,489	6,489	6,380	6,409		
2002/12/12	6,445	6,532	6,431	6,503		
2002/12/13	6,503	6,511	6,416	6,511		
2002/12/16	6,424	6,424	6,329	6,337		
2002/12/17	6,438	6,511	6,431	6,489		
2002/12/18	6,409	6,569	6,402	6,532		
2002/12/20	6,503	6,583	6,482	6,561		
2002/12/23	6,554	6,590	6,395	6,395		
2002/12/24	6,358	6,416	6,235	6,250		
2002/12/26	6,235	6,293	6,163	6,257		
2002/12/27	6,170	6,264	6,134	6,141		
2002/12/30	6,090	6,126	5,771	5,902		
2003/01/02	5,989	5,989	5,844	5,931		
2003/01/03	6,090	6,199	6,054	6,184		
2003/01/06	6,155	6,264	6,148	6,242		
2003/01/07	6,373	6,373	6,097	6,105		
2003/01/08	6,141	6,184	6,090	6,112		
2003/01/09	6,076	6,076	5,909	5,931		
2003/01/10	5,996	6,054	5,807	5,873		
2003/01/13	5,873	6,083	5,851	6,076		
2003/01/14	6,061	6,126	5,996	6,097		
2003/01/15	6,148	6,184	6,018	6,047		
2003/01/16	5,996	6,105	5,952	6,090		
2003/01/17	6,025	6,083	5,952	5,952		
2003/01/20	5,836	5,952	5,836	5,938		
2003/01/21	5,938	5,945	5,829	5,909		
2003/01/22	5,873	5,916	5,764	5,815		
2003/01/23	5,815	5,887	5,771	5,873		
2003/01/24	5,887	5,909	5,677	5,706		
2003/01/27	5,619	5,626	5,517	5,546		
2003/01/28	5,503	5,619	5,503	5,619		
2003/01/29	5,641	5,648	5,423	5,438		
2003/01/30	5,467	5,546	5,445	5,503		
2003/02/03	5,517	5,633	5,445	5,590		
2003/02/04	5,619	5,626	5,546	5,590		
2003/02/05	5,554	5,662	5,532	5,597		
2003/02/06	5,597	5,612	5,452	5,474		
2003/02/07	5,452	5,474	5,293	5,365		
2003/02/10	5,329	5,401	5,314	5,394		
2003/02/11	5,401	5,467	5,206	5,351		
2003/02/12	5,293	5,438	5,293	5,438		
2003/02/13	5,445	5,474	5,314	5,329		
2003/02/14	5,314	5,380	5,271	5,372		
2003/02/17	5,488	5,641	5,488	5,641		
2003/02/18	5,670	5,670	5,546	5,655		
2003/02/19	5,713	5,778	5,619	5,619		
2003/02/20	5,597	5,684	5,597	5,684		
2003/02/21	5,684	5,691	5,583	5,655		
2003/02/24	5,684	5,829	5,684	5,807		
2003/02/25	5,713	5,720	5,575	5,575		
2003/02/26	5,597	5,612	5,532	5,532		
2003/02/27	5,496	5,503	5,409	5,467		
2003/02/28	5,474	5,517	5,372	5,394		
2003/03/03	5,409	5,554	5,409	5,546		
2003/03/04	5,481	5,481	5,387	5,401		
2003/03/05	5,351	5,351	5,235	5,278		
2003/03/06	5,314	5,314	5,206	5,235		
2003/03/07	5,177	5,242	5,155	5,169		
2003/03/10	5,148	5,220	5,140	5,191		
2003/03/11	5,140	5,140	5,061	5,090		
2003/03/12	5,068	5,104	5,024	5,075		
2003/03/13	5,090	5,090	4,894	4,945		
2003/03/14	5,169	5,198	5,097	5,126		
2003/03/17	5,097	5,126	4,887	4,930		
2003/03/18	5,104	5,162	5,032	5,140		
2003/03/19	5,148	5,235	5,111	5,162		
2003/03/20	5,220	5,387	5,220	5,387		
2003/03/21	5,409	5,481	5,358	5,459		
2003/03/24	5,510	5,510	5,387	5,401		
2003/03/25	5,227	5,307	5,220	5,264		
2003/03/26	5,314	5,365	5,220	5,256		
2003/03/27	5,227	5,235	5,177	5,213		
2003/03/28	5,220	5,271	5,162	5,271		
2003/03/31	5,169	5,213	5,090	5,090		
2003/04/01	5,068	5,104	4,995	5,090		
2003/04/02	5,126	5,155	5,046	5,155		
2003/04/03	5,256	5,285	5,169	5,191		
2003/04/04	5,140	5,307	5,075	5,293		
2003/04/07	5,416	5,612	5,351	5,575		
2003/04/08	5,496	5,641	5,452	5,561		
2003/04/09	5,510	5,532	5,409	5,416		
2003/04/10	5,401	5,496	5,380	5,445		
2003/04/11	5,452	5,670	5,430	5,510		
2003/04/14	5,583	5,742	5,583	5,641		
2003/04/15	5,728	5,764	5,677	5,720		
2003/04/16	5,807	5,923	5,807	5,887		
2003/04/17	5,829	5,880	5,800	5,815		
2003/04/18	5,902	5,931	5,844	5,931		
2003/04/21	5,887	5,945	5,844	5,916		
2003/04/22	5,865	5,865	5,706	5,720		
2003/04/23	5,764	5,807	5,677	5,691		
2003/04/24	5,691	5,720	5,561	5,583		
2003/04/25	5,474	5,496	5,343	5,387		
2003/04/28	5,322	5,438	5,314	5,401		
2003/04/29	5,558	5,729	5,513	5,707		
2003/04/30	5,715	5,752	5,662	5,700		
2003/05/02	5,707	5,729	5,528	5,692		
2003/05/06	5,744	5,797	5,715	5,729		
2003/05/07	5,797	5,886	5,759	5,849		
2003/05/09	5,797	5,894	5,774	5,894		
2003/05/12	6,006	6,066	5,991	5,991		
2003/05/13	6,013	6,028	5,812	5,812		
2003/05/14	5,789	5,849	5,737	5,759		
2003/05/15	5,789	5,879	5,737	5,856		
2003/05/16	5,827	5,886	5,737	5,767		
2003/05/19	5,715	5,715	5,595	5,603		
2003/05/20	5,535	5,677	5,513	5,677		
2003/05/21	5,670	5,692	5,617	5,655		
2003/05/22	5,640	5,744	5,565	5,588		
2003/05/23	5,662	5,782	5,662	5,774		
2003/05/26	5,737	5,864	5,737	5,804		
2003/05/27	5,812	5,849	5,737	5,774		
2003/05/28	5,901	5,954	5,886	5,924		
2003/05/29	5,886	6,013	5,886	5,961		
2003/05/30	5,969	5,998	5,916	5,961		
2003/06/02	6,058	6,133	6,058	6,133		
2003/06/03	6,081	6,081	5,976	6,013		
2003/06/04	6,066	6,066	5,961	6,028		
2003/06/05	6,088	6,110	6,051	6,051		
2003/06/09	6,021	6,163	6,021	6,133		
2003/06/10	6,088	6,178	6,081	6,170		
2003/06/11	6,215	6,245	6,148	6,155		
2003/06/12	6,245	6,252	6,193	6,237		
2003/06/13	6,290	6,350	6,208	6,282		
2003/06/16	6,260	6,275	6,185	6,215		
2003/06/17	6,350	6,409	6,335	6,372		
2003/06/18	6,357	6,439	6,342	6,379		
2003/06/19	6,409	6,544	6,409	6,536		
2003/06/20	6,484	6,529	6,469	6,506		
2003/06/23	6,499	6,499	6,372	6,387		
2003/06/24	6,290	6,312	6,260	6,282		
2003/06/25	6,312	6,409	6,305	6,402		
2003/06/26	6,357	6,454	6,320	6,424		
2003/06/27	6,506	6,536	6,424	6,447		
2003/06/30	6,424	6,424	6,335	6,357		
2003/07/01	6,320	6,402	6,282	6,402		
2003/07/02	6,454	6,529	6,454	6,506		
2003/07/03	6,603	6,641	6,506	6,514		
2003/07/04	6,506	6,596	6,506	6,596		
2003/07/07	6,656	6,716	6,626	6,716		
2003/07/08	6,790	6,820	6,716	6,768		
2003/07/09	6,760	6,768	6,701	6,723		
2003/07/10	6,693	6,760	6,671	6,693		
2003/07/11	6,611	6,701	6,581	6,693		
2003/07/14	6,723	6,865	6,716	6,850		
2003/07/15	6,865	6,887	6,768	6,768		
2003/07/16	6,813	6,872	6,760	6,820		
2003/07/18	6,716	6,730	6,633	6,663		
2003/07/21	6,693	6,693	6,596	6,603		
2003/07/22	6,596	6,678	6,559	6,671		
2003/07/23	6,701	6,701	6,611	6,626		
2003/07/24	6,603	6,723	6,589	6,723		
2003/07/25	6,648	6,723	6,633	6,716		
2003/07/28	6,760	6,865	6,760	6,843		
2003/07/29	6,850	6,902	6,828	6,902		
2003/07/30	6,872	6,910	6,820	6,820		
2003/07/31	6,805	6,865	6,790	6,805		
2003/08/01	6,835	6,977	6,835	6,977		
2003/08/04	6,917	6,932	6,872	6,887		
2003/08/05	6,902	6,955	6,895	6,910		
2003/08/06	6,843	6,843	6,753	6,768		
2003/08/07	6,753	6,783	6,716	6,783		
2003/08/08	6,805	6,805	6,716	6,716		
2003/08/11	6,693	6,723	6,603	6,723		
2003/08/12	6,753	6,760	6,686	6,701		
2003/08/13	6,760	6,850	6,738	6,850		
2003/08/14	6,843	6,895	6,820	6,895		
2003/08/18	6,925	7,029	6,925	7,007		
2003/08/19	7,126	7,126	7,059	7,089		
2003/08/20	7,082	7,126	7,052	7,059		
2003/08/21	7,082	7,238	7,082	7,238		
2003/08/22	7,231	7,276	7,209	7,216		
2003/08/25	7,209	7,291	7,209	7,253		
2003/08/26	7,238	7,238	7,179	7,209		
2003/08/27	7,246	7,306	7,246	7,268		
2003/08/28	7,298	7,321	7,171	7,179		
2003/08/29	7,246	7,268	7,149	7,253		
2003/09/01	7,268	7,313	7,253	7,306		
2003/09/02	7,373	7,373	7,306	7,336		
2003/09/03	7,373	7,395	7,321	7,321		
