2009/09/16	9,930	9,930	9,635	9,710		
2009/09/17	9,660	9,710	9,590	9,640		
2009/09/18	9,700	9,700	9,535	9,625		
2009/09/21	9,625	9,710	9,610	9,685		
2009/09/22	9,685	9,690	9,530	9,535		
2009/09/23	9,540	9,605	9,535	9,560		
2009/09/24	9,590	9,695	9,540	9,645		
2009/09/25	9,690	9,825	9,665	9,670		
2009/09/28	9,730	9,810	9,730	9,760		
2009/09/29	9,655	9,725	9,640	9,660		
2009/09/30	9,720	9,790	9,570	9,755		
2009/10/01	9,755	9,950	9,675	9,895		
2009/10/05	10,090	10,130	9,990	10,120		
2009/10/06	10,020	10,250	10,000	10,200		
2009/10/07	10,100	10,215	10,005	10,215		
2009/10/08	10,185	10,265	10,100	10,140		
2009/10/09	10,075	10,135	9,885	9,895		
2009/10/12	9,820	10,025	9,815	9,970		
2009/10/13	9,980	10,115	9,930	10,045		
2009/10/14	10,000	10,000	9,865	9,865		
2009/10/15	9,800	9,855	9,750	9,835		
2009/10/16	9,815	9,950	9,760	9,950		
2009/10/19	10,005	10,110	9,850	9,850		
2009/10/20	9,795	9,885	9,755	9,825		
2009/10/21	9,890	9,915	9,780	9,850		
2009/10/22	9,930	10,045	9,890	10,020		
2009/10/23	9,910	10,000	9,910	9,950		
2009/10/26	10,020	10,020	9,785	9,800		
2009/10/27	9,870	9,930	9,850	9,855		
2009/10/28	9,870	10,150	9,855	10,125		
2009/10/29	10,335	10,405	10,250	10,280		
2009/10/30	10,100	10,350	10,095	10,350		
2009/11/02	10,585	10,585	10,380	10,455		
2009/11/03	10,450	10,535	10,410	10,535		
2009/11/04	10,515	10,530	10,310	10,310		
2009/11/05	10,350	10,510	10,350	10,500		
2009/11/06	10,330	10,400	10,315	10,360		
2009/11/09	10,360	10,360	10,190	10,280		
2009/11/10	10,145	10,280	10,135	10,280		
2009/11/11	10,230	10,295	10,155	10,155		
2009/11/12	10,130	10,260	10,105	10,260		
2009/11/13	10,280	10,380	10,205	10,320		
2009/11/16	10,290	10,340	10,145	10,145		
2009/11/17	10,090	10,205	10,075	10,205		
2009/11/18	10,150	10,150	10,020	10,080		
2009/11/19	10,060	10,065	9,950	9,975		
2009/11/20	10,025	10,030	9,945	9,960		
2009/11/23	9,950	10,015	9,925	9,960		
2009/11/24	9,920	10,080	9,910	10,050		
2009/11/25	10,040	10,085	10,010	10,020		
2009/11/26	10,050	10,095	9,950	10,095		
2009/11/27	10,205	10,600	10,205	10,585		
2009/11/30	10,420	10,450	10,295	10,370		
2009/12/01	10,400	10,495	10,250	10,270		
2009/12/02	10,200	10,220	10,090	10,100		
2009/12/03	10,090	10,090	9,965	9,965		
2009/12/04	10,015	10,015	9,865	9,910		
2009/12/07	9,880	9,910	9,845	9,880		
2009/12/08	9,890	9,920	9,845	9,890		
2009/12/09	9,970	9,995	9,835	9,835		
2009/12/10	9,840	9,975	9,805	9,825		
2009/12/11	9,850	9,850	9,650	9,685		
2009/12/14	9,650	9,785	9,650	9,650		
2009/12/15	9,655	9,740	9,650	9,650		
2009/12/16	9,680	9,745	9,640	9,685		
2009/12/17	9,685	9,785	9,675	9,780		
2009/12/18	9,845	9,875	9,765	9,770		
2009/12/21	9,765	9,855	9,750	9,760		
2009/12/22	9,715	9,755	9,685	9,685		
2009/12/23	9,670	9,700	9,670	9,670		
2009/12/24	9,670	9,675	9,490	9,510		
2009/12/28	9,450	9,525	9,410	9,515		
2009/12/29	9,505	9,590	9,455	9,520		
2009/12/30	9,520	9,560	9,445	9,460		
2010/01/04	9,470	9,475	9,385	9,385		
2010/01/05	9,350	9,440	9,330	9,420		
2010/01/06	9,405	9,405	9,330	9,330		
2010/01/07	9,350	9,490	9,340	9,480		
2010/01/08	9,440	9,560	9,420	9,430		
2010/01/11	9,415	9,455	9,380	9,450		
2010/01/12	9,460	9,530	9,440	9,450		
2010/01/13	9,525	9,595	9,495	9,585		
2010/01/14	9,545	9,570	9,450	9,495		
